id	label	model
601147	Political Hate	csebuetnlp/banglabert
641554	None	csebuetnlp/banglabert
454838	None	csebuetnlp/banglabert
327255	Profane	csebuetnlp/banglabert
271180	Abusive	csebuetnlp/banglabert
452547	Political Hate	csebuetnlp/banglabert
627679	None	csebuetnlp/banglabert
651348	None	csebuetnlp/banglabert
328461	Abusive	csebuetnlp/banglabert
839448	Political Hate	csebuetnlp/banglabert
623474	Political Hate	csebuetnlp/banglabert
610269	Political Hate	csebuetnlp/banglabert
323389	Abusive	csebuetnlp/banglabert
629010	None	csebuetnlp/banglabert
9257	None	csebuetnlp/banglabert
17083	Political Hate	csebuetnlp/banglabert
797040	None	csebuetnlp/banglabert
422453	Profane	csebuetnlp/banglabert
514992	Abusive	csebuetnlp/banglabert
107986	None	csebuetnlp/banglabert
887752	Profane	csebuetnlp/banglabert
452552	Abusive	csebuetnlp/banglabert
549245	Abusive	csebuetnlp/banglabert
391592	Abusive	csebuetnlp/banglabert
819745	Abusive	csebuetnlp/banglabert
881262	None	csebuetnlp/banglabert
77103	Profane	csebuetnlp/banglabert
554417	Profane	csebuetnlp/banglabert
556605	Abusive	csebuetnlp/banglabert
145147	None	csebuetnlp/banglabert
693769	None	csebuetnlp/banglabert
330413	None	csebuetnlp/banglabert
181628	Political Hate	csebuetnlp/banglabert
744235	None	csebuetnlp/banglabert
235157	None	csebuetnlp/banglabert
3945	None	csebuetnlp/banglabert
592566	Abusive	csebuetnlp/banglabert
822682	Abusive	csebuetnlp/banglabert
398131	None	csebuetnlp/banglabert
815971	None	csebuetnlp/banglabert
6226	Abusive	csebuetnlp/banglabert
842029	Abusive	csebuetnlp/banglabert
230916	None	csebuetnlp/banglabert
358091	None	csebuetnlp/banglabert
118655	None	csebuetnlp/banglabert
81123	None	csebuetnlp/banglabert
424563	Profane	csebuetnlp/banglabert
355947	None	csebuetnlp/banglabert
539022	None	csebuetnlp/banglabert
876492	None	csebuetnlp/banglabert
532223	Profane	csebuetnlp/banglabert
267304	Abusive	csebuetnlp/banglabert
361656	None	csebuetnlp/banglabert
175343	None	csebuetnlp/banglabert
499169	Profane	csebuetnlp/banglabert
425601	Profane	csebuetnlp/banglabert
336568	None	csebuetnlp/banglabert
244155	None	csebuetnlp/banglabert
25339	None	csebuetnlp/banglabert
843785	Abusive	csebuetnlp/banglabert
816856	None	csebuetnlp/banglabert
466827	Abusive	csebuetnlp/banglabert
30825	None	csebuetnlp/banglabert
914046	None	csebuetnlp/banglabert
305092	None	csebuetnlp/banglabert
731052	None	csebuetnlp/banglabert
331086	None	csebuetnlp/banglabert
80707	Abusive	csebuetnlp/banglabert
700511	None	csebuetnlp/banglabert
759244	Political Hate	csebuetnlp/banglabert
273391	Political Hate	csebuetnlp/banglabert
157560	None	csebuetnlp/banglabert
666349	None	csebuetnlp/banglabert
118868	Abusive	csebuetnlp/banglabert
919196	None	csebuetnlp/banglabert
193304	Political Hate	csebuetnlp/banglabert
125720	None	csebuetnlp/banglabert
512574	None	csebuetnlp/banglabert
938099	None	csebuetnlp/banglabert
714519	None	csebuetnlp/banglabert
743493	None	csebuetnlp/banglabert
491880	None	csebuetnlp/banglabert
840307	Abusive	csebuetnlp/banglabert
334019	None	csebuetnlp/banglabert
576203	Profane	csebuetnlp/banglabert
762331	Political Hate	csebuetnlp/banglabert
421390	Abusive	csebuetnlp/banglabert
828741	Abusive	csebuetnlp/banglabert
357634	None	csebuetnlp/banglabert
678272	None	csebuetnlp/banglabert
330446	None	csebuetnlp/banglabert
566240	None	csebuetnlp/banglabert
829440	None	csebuetnlp/banglabert
838151	None	csebuetnlp/banglabert
358884	None	csebuetnlp/banglabert
397727	None	csebuetnlp/banglabert
171669	Political Hate	csebuetnlp/banglabert
288289	None	csebuetnlp/banglabert
187431	None	csebuetnlp/banglabert
512049	None	csebuetnlp/banglabert
335567	None	csebuetnlp/banglabert
383736	None	csebuetnlp/banglabert
535883	None	csebuetnlp/banglabert
392091	None	csebuetnlp/banglabert
454762	Profane	csebuetnlp/banglabert
614159	None	csebuetnlp/banglabert
562152	None	csebuetnlp/banglabert
483412	Profane	csebuetnlp/banglabert
537925	Abusive	csebuetnlp/banglabert
834167	None	csebuetnlp/banglabert
875193	None	csebuetnlp/banglabert
456722	Abusive	csebuetnlp/banglabert
516282	None	csebuetnlp/banglabert
257527	None	csebuetnlp/banglabert
148896	None	csebuetnlp/banglabert
760507	None	csebuetnlp/banglabert
922414	Profane	csebuetnlp/banglabert
638043	Abusive	csebuetnlp/banglabert
173467	None	csebuetnlp/banglabert
195178	Political Hate	csebuetnlp/banglabert
147724	Abusive	csebuetnlp/banglabert
194025	Political Hate	csebuetnlp/banglabert
624059	None	csebuetnlp/banglabert
107088	None	csebuetnlp/banglabert
43696	None	csebuetnlp/banglabert
527548	None	csebuetnlp/banglabert
43059	None	csebuetnlp/banglabert
194552	Profane	csebuetnlp/banglabert
895821	None	csebuetnlp/banglabert
91	Abusive	csebuetnlp/banglabert
431755	None	csebuetnlp/banglabert
563191	None	csebuetnlp/banglabert
679996	None	csebuetnlp/banglabert
738155	None	csebuetnlp/banglabert
463056	None	csebuetnlp/banglabert
533553	None	csebuetnlp/banglabert
908606	None	csebuetnlp/banglabert
459309	None	csebuetnlp/banglabert
630443	Profane	csebuetnlp/banglabert
347222	Abusive	csebuetnlp/banglabert
675724	None	csebuetnlp/banglabert
83975	Political Hate	csebuetnlp/banglabert
296851	None	csebuetnlp/banglabert
535172	None	csebuetnlp/banglabert
75581	Profane	csebuetnlp/banglabert
461746	Profane	csebuetnlp/banglabert
874016	None	csebuetnlp/banglabert
20045	Political Hate	csebuetnlp/banglabert
253489	Abusive	csebuetnlp/banglabert
553524	None	csebuetnlp/banglabert
57367	Profane	csebuetnlp/banglabert
167339	None	csebuetnlp/banglabert
594894	Political Hate	csebuetnlp/banglabert
452023	None	csebuetnlp/banglabert
795964	None	csebuetnlp/banglabert
765992	None	csebuetnlp/banglabert
508875	Abusive	csebuetnlp/banglabert
122727	Abusive	csebuetnlp/banglabert
11814	None	csebuetnlp/banglabert
544426	Abusive	csebuetnlp/banglabert
725077	None	csebuetnlp/banglabert
225212	Political Hate	csebuetnlp/banglabert
779008	None	csebuetnlp/banglabert
122184	Abusive	csebuetnlp/banglabert
584554	None	csebuetnlp/banglabert
172329	None	csebuetnlp/banglabert
167317	None	csebuetnlp/banglabert
685147	None	csebuetnlp/banglabert
294261	None	csebuetnlp/banglabert
192130	None	csebuetnlp/banglabert
425529	None	csebuetnlp/banglabert
788604	None	csebuetnlp/banglabert
501111	None	csebuetnlp/banglabert
139510	Political Hate	csebuetnlp/banglabert
43771	Abusive	csebuetnlp/banglabert
144519	Abusive	csebuetnlp/banglabert
915772	None	csebuetnlp/banglabert
411616	Political Hate	csebuetnlp/banglabert
475013	None	csebuetnlp/banglabert
809205	None	csebuetnlp/banglabert
541359	None	csebuetnlp/banglabert
845267	Abusive	csebuetnlp/banglabert
113755	None	csebuetnlp/banglabert
568511	None	csebuetnlp/banglabert
59618	Abusive	csebuetnlp/banglabert
803177	None	csebuetnlp/banglabert
858819	None	csebuetnlp/banglabert
438940	None	csebuetnlp/banglabert
570407	Profane	csebuetnlp/banglabert
129788	None	csebuetnlp/banglabert
840086	None	csebuetnlp/banglabert
637172	None	csebuetnlp/banglabert
821993	None	csebuetnlp/banglabert
325856	Abusive	csebuetnlp/banglabert
359155	None	csebuetnlp/banglabert
899842	None	csebuetnlp/banglabert
660308	None	csebuetnlp/banglabert
861989	Profane	csebuetnlp/banglabert
605443	Abusive	csebuetnlp/banglabert
27739	None	csebuetnlp/banglabert
580148	Political Hate	csebuetnlp/banglabert
528215	None	csebuetnlp/banglabert
528712	None	csebuetnlp/banglabert
100208	Political Hate	csebuetnlp/banglabert
350796	None	csebuetnlp/banglabert
307708	Profane	csebuetnlp/banglabert
162719	None	csebuetnlp/banglabert
121889	Abusive	csebuetnlp/banglabert
612317	None	csebuetnlp/banglabert
223760	Political Hate	csebuetnlp/banglabert
405579	None	csebuetnlp/banglabert
618511	Abusive	csebuetnlp/banglabert
175761	None	csebuetnlp/banglabert
748125	None	csebuetnlp/banglabert
156891	Abusive	csebuetnlp/banglabert
592641	None	csebuetnlp/banglabert
726885	None	csebuetnlp/banglabert
4254	Abusive	csebuetnlp/banglabert
682514	None	csebuetnlp/banglabert
264638	Political Hate	csebuetnlp/banglabert
534602	Abusive	csebuetnlp/banglabert
57614	Profane	csebuetnlp/banglabert
599800	Political Hate	csebuetnlp/banglabert
732787	Religious Hate	csebuetnlp/banglabert
212119	Abusive	csebuetnlp/banglabert
860927	None	csebuetnlp/banglabert
590074	Political Hate	csebuetnlp/banglabert
690276	None	csebuetnlp/banglabert
787556	None	csebuetnlp/banglabert
820252	None	csebuetnlp/banglabert
559717	None	csebuetnlp/banglabert
870003	Profane	csebuetnlp/banglabert
144906	Abusive	csebuetnlp/banglabert
133089	None	csebuetnlp/banglabert
591997	None	csebuetnlp/banglabert
395816	None	csebuetnlp/banglabert
844477	None	csebuetnlp/banglabert
178300	None	csebuetnlp/banglabert
148894	Religious Hate	csebuetnlp/banglabert
850484	Abusive	csebuetnlp/banglabert
860027	None	csebuetnlp/banglabert
247862	Political Hate	csebuetnlp/banglabert
312983	Profane	csebuetnlp/banglabert
122427	Abusive	csebuetnlp/banglabert
83755	Political Hate	csebuetnlp/banglabert
195967	Political Hate	csebuetnlp/banglabert
494458	None	csebuetnlp/banglabert
9228	None	csebuetnlp/banglabert
684602	None	csebuetnlp/banglabert
927791	None	csebuetnlp/banglabert
615666	Abusive	csebuetnlp/banglabert
599050	Political Hate	csebuetnlp/banglabert
455023	None	csebuetnlp/banglabert
819948	None	csebuetnlp/banglabert
749193	None	csebuetnlp/banglabert
623630	Abusive	csebuetnlp/banglabert
320310	None	csebuetnlp/banglabert
532308	None	csebuetnlp/banglabert
79033	None	csebuetnlp/banglabert
689620	None	csebuetnlp/banglabert
503545	None	csebuetnlp/banglabert
880433	None	csebuetnlp/banglabert
566043	None	csebuetnlp/banglabert
146502	Political Hate	csebuetnlp/banglabert
659400	None	csebuetnlp/banglabert
134693	None	csebuetnlp/banglabert
147313	None	csebuetnlp/banglabert
793773	Political Hate	csebuetnlp/banglabert
269220	Abusive	csebuetnlp/banglabert
284822	None	csebuetnlp/banglabert
722881	Political Hate	csebuetnlp/banglabert
33435	Political Hate	csebuetnlp/banglabert
626585	None	csebuetnlp/banglabert
795133	None	csebuetnlp/banglabert
342079	None	csebuetnlp/banglabert
62264	None	csebuetnlp/banglabert
350128	Abusive	csebuetnlp/banglabert
586407	None	csebuetnlp/banglabert
116562	None	csebuetnlp/banglabert
132059	Abusive	csebuetnlp/banglabert
29850	None	csebuetnlp/banglabert
334210	Abusive	csebuetnlp/banglabert
807912	Abusive	csebuetnlp/banglabert
421928	Abusive	csebuetnlp/banglabert
609522	None	csebuetnlp/banglabert
896838	Profane	csebuetnlp/banglabert
623237	Political Hate	csebuetnlp/banglabert
289648	Political Hate	csebuetnlp/banglabert
426382	None	csebuetnlp/banglabert
260072	Abusive	csebuetnlp/banglabert
186438	Abusive	csebuetnlp/banglabert
330719	Abusive	csebuetnlp/banglabert
694232	None	csebuetnlp/banglabert
659151	None	csebuetnlp/banglabert
723103	Political Hate	csebuetnlp/banglabert
269242	None	csebuetnlp/banglabert
658310	None	csebuetnlp/banglabert
284423	Profane	csebuetnlp/banglabert
471188	None	csebuetnlp/banglabert
321553	None	csebuetnlp/banglabert
23673	Abusive	csebuetnlp/banglabert
31466	None	csebuetnlp/banglabert
390734	None	csebuetnlp/banglabert
299334	None	csebuetnlp/banglabert
915160	Abusive	csebuetnlp/banglabert
886892	Political Hate	csebuetnlp/banglabert
187567	None	csebuetnlp/banglabert
716122	None	csebuetnlp/banglabert
306552	None	csebuetnlp/banglabert
556825	None	csebuetnlp/banglabert
327323	Profane	csebuetnlp/banglabert
845725	Abusive	csebuetnlp/banglabert
832828	None	csebuetnlp/banglabert
614077	Political Hate	csebuetnlp/banglabert
861156	Profane	csebuetnlp/banglabert
899235	None	csebuetnlp/banglabert
920682	None	csebuetnlp/banglabert
896115	None	csebuetnlp/banglabert
819642	None	csebuetnlp/banglabert
684624	Abusive	csebuetnlp/banglabert
671761	None	csebuetnlp/banglabert
199225	Abusive	csebuetnlp/banglabert
96018	None	csebuetnlp/banglabert
530720	None	csebuetnlp/banglabert
886768	None	csebuetnlp/banglabert
788454	Profane	csebuetnlp/banglabert
840793	None	csebuetnlp/banglabert
530660	Abusive	csebuetnlp/banglabert
764785	None	csebuetnlp/banglabert
510402	None	csebuetnlp/banglabert
797709	None	csebuetnlp/banglabert
154764	None	csebuetnlp/banglabert
758899	Abusive	csebuetnlp/banglabert
30625	None	csebuetnlp/banglabert
650748	Profane	csebuetnlp/banglabert
79978	None	csebuetnlp/banglabert
590113	None	csebuetnlp/banglabert
904047	None	csebuetnlp/banglabert
228881	None	csebuetnlp/banglabert
205983	Abusive	csebuetnlp/banglabert
638273	None	csebuetnlp/banglabert
156553	Political Hate	csebuetnlp/banglabert
146868	None	csebuetnlp/banglabert
428917	Abusive	csebuetnlp/banglabert
5567	None	csebuetnlp/banglabert
385342	Abusive	csebuetnlp/banglabert
687821	Profane	csebuetnlp/banglabert
558622	Abusive	csebuetnlp/banglabert
520964	None	csebuetnlp/banglabert
635670	None	csebuetnlp/banglabert
308809	None	csebuetnlp/banglabert
864406	Abusive	csebuetnlp/banglabert
906662	Abusive	csebuetnlp/banglabert
575658	Abusive	csebuetnlp/banglabert
394694	Abusive	csebuetnlp/banglabert
923350	Abusive	csebuetnlp/banglabert
46205	None	csebuetnlp/banglabert
855695	None	csebuetnlp/banglabert
486257	None	csebuetnlp/banglabert
276551	Profane	csebuetnlp/banglabert
587637	None	csebuetnlp/banglabert
647643	None	csebuetnlp/banglabert
148374	None	csebuetnlp/banglabert
657648	Abusive	csebuetnlp/banglabert
126155	None	csebuetnlp/banglabert
196609	Political Hate	csebuetnlp/banglabert
754547	None	csebuetnlp/banglabert
544929	None	csebuetnlp/banglabert
349354	None	csebuetnlp/banglabert
260051	Political Hate	csebuetnlp/banglabert
864433	None	csebuetnlp/banglabert
439970	Abusive	csebuetnlp/banglabert
31197	None	csebuetnlp/banglabert
884727	None	csebuetnlp/banglabert
559768	None	csebuetnlp/banglabert
581342	Political Hate	csebuetnlp/banglabert
93295	Political Hate	csebuetnlp/banglabert
765866	Abusive	csebuetnlp/banglabert
52066	None	csebuetnlp/banglabert
150858	Abusive	csebuetnlp/banglabert
825788	Profane	csebuetnlp/banglabert
737745	None	csebuetnlp/banglabert
472075	None	csebuetnlp/banglabert
782014	None	csebuetnlp/banglabert
846878	Profane	csebuetnlp/banglabert
54711	None	csebuetnlp/banglabert
195057	None	csebuetnlp/banglabert
23737	None	csebuetnlp/banglabert
262183	Political Hate	csebuetnlp/banglabert
908109	None	csebuetnlp/banglabert
747650	None	csebuetnlp/banglabert
632080	None	csebuetnlp/banglabert
451953	Political Hate	csebuetnlp/banglabert
566719	Political Hate	csebuetnlp/banglabert
160977	None	csebuetnlp/banglabert
398536	Political Hate	csebuetnlp/banglabert
671041	None	csebuetnlp/banglabert
228691	Abusive	csebuetnlp/banglabert
215202	Abusive	csebuetnlp/banglabert
467926	None	csebuetnlp/banglabert
631408	Political Hate	csebuetnlp/banglabert
57868	None	csebuetnlp/banglabert
192787	None	csebuetnlp/banglabert
336777	Political Hate	csebuetnlp/banglabert
890857	None	csebuetnlp/banglabert
691728	None	csebuetnlp/banglabert
831986	None	csebuetnlp/banglabert
644832	Abusive	csebuetnlp/banglabert
859881	None	csebuetnlp/banglabert
386166	None	csebuetnlp/banglabert
411564	None	csebuetnlp/banglabert
196840	Political Hate	csebuetnlp/banglabert
26706	Political Hate	csebuetnlp/banglabert
24433	Profane	csebuetnlp/banglabert
294784	Abusive	csebuetnlp/banglabert
329873	None	csebuetnlp/banglabert
922916	None	csebuetnlp/banglabert
263428	Profane	csebuetnlp/banglabert
879502	Abusive	csebuetnlp/banglabert
171810	Political Hate	csebuetnlp/banglabert
146419	None	csebuetnlp/banglabert
11825	Abusive	csebuetnlp/banglabert
385459	None	csebuetnlp/banglabert
837842	None	csebuetnlp/banglabert
707861	None	csebuetnlp/banglabert
256853	None	csebuetnlp/banglabert
304172	Profane	csebuetnlp/banglabert
215264	None	csebuetnlp/banglabert
30430	Abusive	csebuetnlp/banglabert
247235	None	csebuetnlp/banglabert
370427	Abusive	csebuetnlp/banglabert
495671	None	csebuetnlp/banglabert
765184	Abusive	csebuetnlp/banglabert
317397	None	csebuetnlp/banglabert
456450	None	csebuetnlp/banglabert
858602	None	csebuetnlp/banglabert
266349	Profane	csebuetnlp/banglabert
518935	None	csebuetnlp/banglabert
364371	None	csebuetnlp/banglabert
505254	None	csebuetnlp/banglabert
280647	None	csebuetnlp/banglabert
365047	Profane	csebuetnlp/banglabert
691389	Profane	csebuetnlp/banglabert
833835	None	csebuetnlp/banglabert
589316	None	csebuetnlp/banglabert
157497	None	csebuetnlp/banglabert
146479	None	csebuetnlp/banglabert
608667	Political Hate	csebuetnlp/banglabert
441810	None	csebuetnlp/banglabert
74035	Political Hate	csebuetnlp/banglabert
11550	Religious Hate	csebuetnlp/banglabert
915332	None	csebuetnlp/banglabert
688548	Profane	csebuetnlp/banglabert
714276	None	csebuetnlp/banglabert
770650	Abusive	csebuetnlp/banglabert
542146	Abusive	csebuetnlp/banglabert
37206	None	csebuetnlp/banglabert
917447	Profane	csebuetnlp/banglabert
902552	Abusive	csebuetnlp/banglabert
889894	Profane	csebuetnlp/banglabert
631606	Political Hate	csebuetnlp/banglabert
218146	None	csebuetnlp/banglabert
292282	None	csebuetnlp/banglabert
115075	Abusive	csebuetnlp/banglabert
465124	None	csebuetnlp/banglabert
711695	None	csebuetnlp/banglabert
384706	None	csebuetnlp/banglabert
293660	None	csebuetnlp/banglabert
647131	Profane	csebuetnlp/banglabert
841800	Political Hate	csebuetnlp/banglabert
254920	None	csebuetnlp/banglabert
294087	Profane	csebuetnlp/banglabert
68952	None	csebuetnlp/banglabert
636983	None	csebuetnlp/banglabert
214150	None	csebuetnlp/banglabert
600580	None	csebuetnlp/banglabert
135848	None	csebuetnlp/banglabert
490828	Abusive	csebuetnlp/banglabert
593064	None	csebuetnlp/banglabert
527973	None	csebuetnlp/banglabert
146468	None	csebuetnlp/banglabert
580206	None	csebuetnlp/banglabert
589798	None	csebuetnlp/banglabert
493901	None	csebuetnlp/banglabert
509747	None	csebuetnlp/banglabert
932687	None	csebuetnlp/banglabert
4249	Political Hate	csebuetnlp/banglabert
788252	None	csebuetnlp/banglabert
154911	Profane	csebuetnlp/banglabert
826374	None	csebuetnlp/banglabert
736209	None	csebuetnlp/banglabert
711052	None	csebuetnlp/banglabert
931495	None	csebuetnlp/banglabert
513434	None	csebuetnlp/banglabert
345031	None	csebuetnlp/banglabert
215334	None	csebuetnlp/banglabert
690423	None	csebuetnlp/banglabert
563512	Abusive	csebuetnlp/banglabert
251243	Abusive	csebuetnlp/banglabert
227927	None	csebuetnlp/banglabert
142569	Profane	csebuetnlp/banglabert
295213	Abusive	csebuetnlp/banglabert
596101	Abusive	csebuetnlp/banglabert
936853	None	csebuetnlp/banglabert
801917	None	csebuetnlp/banglabert
857995	Abusive	csebuetnlp/banglabert
95408	Abusive	csebuetnlp/banglabert
820682	Abusive	csebuetnlp/banglabert
844359	Abusive	csebuetnlp/banglabert
757905	Abusive	csebuetnlp/banglabert
723055	None	csebuetnlp/banglabert
769948	None	csebuetnlp/banglabert
243442	Political Hate	csebuetnlp/banglabert
737797	Political Hate	csebuetnlp/banglabert
27139	None	csebuetnlp/banglabert
409048	Abusive	csebuetnlp/banglabert
72034	Profane	csebuetnlp/banglabert
571451	Abusive	csebuetnlp/banglabert
932604	None	csebuetnlp/banglabert
33535	Abusive	csebuetnlp/banglabert
122341	None	csebuetnlp/banglabert
545466	None	csebuetnlp/banglabert
499900	None	csebuetnlp/banglabert
409261	None	csebuetnlp/banglabert
34096	None	csebuetnlp/banglabert
644512	None	csebuetnlp/banglabert
273846	None	csebuetnlp/banglabert
186411	Abusive	csebuetnlp/banglabert
13537	None	csebuetnlp/banglabert
307702	None	csebuetnlp/banglabert
638968	None	csebuetnlp/banglabert
598736	None	csebuetnlp/banglabert
53408	Profane	csebuetnlp/banglabert
921147	None	csebuetnlp/banglabert
66160	Profane	csebuetnlp/banglabert
83010	None	csebuetnlp/banglabert
740398	None	csebuetnlp/banglabert
780256	Abusive	csebuetnlp/banglabert
335046	Profane	csebuetnlp/banglabert
313351	Abusive	csebuetnlp/banglabert
920002	None	csebuetnlp/banglabert
37737	None	csebuetnlp/banglabert
404912	Political Hate	csebuetnlp/banglabert
168151	None	csebuetnlp/banglabert
578783	None	csebuetnlp/banglabert
82540	None	csebuetnlp/banglabert
198428	None	csebuetnlp/banglabert
201290	Political Hate	csebuetnlp/banglabert
784990	Abusive	csebuetnlp/banglabert
248346	Abusive	csebuetnlp/banglabert
417267	Political Hate	csebuetnlp/banglabert
528918	None	csebuetnlp/banglabert
56297	Abusive	csebuetnlp/banglabert
555695	None	csebuetnlp/banglabert
503608	None	csebuetnlp/banglabert
548666	None	csebuetnlp/banglabert
232167	Political Hate	csebuetnlp/banglabert
511977	None	csebuetnlp/banglabert
902284	None	csebuetnlp/banglabert
229235	Profane	csebuetnlp/banglabert
762354	Abusive	csebuetnlp/banglabert
454709	Abusive	csebuetnlp/banglabert
180085	None	csebuetnlp/banglabert
11338	Political Hate	csebuetnlp/banglabert
447030	None	csebuetnlp/banglabert
651116	None	csebuetnlp/banglabert
287127	None	csebuetnlp/banglabert
251561	Abusive	csebuetnlp/banglabert
434113	Profane	csebuetnlp/banglabert
888130	None	csebuetnlp/banglabert
919683	Abusive	csebuetnlp/banglabert
542440	None	csebuetnlp/banglabert
788941	None	csebuetnlp/banglabert
118010	Political Hate	csebuetnlp/banglabert
481002	None	csebuetnlp/banglabert
770890	None	csebuetnlp/banglabert
538540	None	csebuetnlp/banglabert
385860	None	csebuetnlp/banglabert
80855	None	csebuetnlp/banglabert
917595	Abusive	csebuetnlp/banglabert
70927	Profane	csebuetnlp/banglabert
449971	None	csebuetnlp/banglabert
529876	Abusive	csebuetnlp/banglabert
404923	Political Hate	csebuetnlp/banglabert
716044	Abusive	csebuetnlp/banglabert
235128	None	csebuetnlp/banglabert
414752	Abusive	csebuetnlp/banglabert
282830	None	csebuetnlp/banglabert
541766	None	csebuetnlp/banglabert
424715	None	csebuetnlp/banglabert
838616	None	csebuetnlp/banglabert
176833	None	csebuetnlp/banglabert
735992	None	csebuetnlp/banglabert
453195	Abusive	csebuetnlp/banglabert
479598	Political Hate	csebuetnlp/banglabert
740390	None	csebuetnlp/banglabert
695017	None	csebuetnlp/banglabert
76335	Abusive	csebuetnlp/banglabert
270852	Political Hate	csebuetnlp/banglabert
708065	None	csebuetnlp/banglabert
606816	Abusive	csebuetnlp/banglabert
206088	Political Hate	csebuetnlp/banglabert
212827	Abusive	csebuetnlp/banglabert
274373	Abusive	csebuetnlp/banglabert
111258	None	csebuetnlp/banglabert
784002	Political Hate	csebuetnlp/banglabert
211700	Abusive	csebuetnlp/banglabert
347583	Profane	csebuetnlp/banglabert
930859	Abusive	csebuetnlp/banglabert
316943	Abusive	csebuetnlp/banglabert
910354	Profane	csebuetnlp/banglabert
852545	None	csebuetnlp/banglabert
177572	None	csebuetnlp/banglabert
547211	Abusive	csebuetnlp/banglabert
336934	None	csebuetnlp/banglabert
814651	None	csebuetnlp/banglabert
419915	Abusive	csebuetnlp/banglabert
626302	None	csebuetnlp/banglabert
196688	Abusive	csebuetnlp/banglabert
623013	None	csebuetnlp/banglabert
434820	None	csebuetnlp/banglabert
425654	Religious Hate	csebuetnlp/banglabert
79974	Abusive	csebuetnlp/banglabert
386889	None	csebuetnlp/banglabert
610277	Political Hate	csebuetnlp/banglabert
205726	Abusive	csebuetnlp/banglabert
620890	Political Hate	csebuetnlp/banglabert
767995	None	csebuetnlp/banglabert
809007	Abusive	csebuetnlp/banglabert
441520	None	csebuetnlp/banglabert
